designation,degree,premium,profile_pic,connected,username
Master's of Scinece in Computer Science and Engineering at United International University,2,false,true,false,harun-or-roshid-a31027b0
,3,false,true,false,walid-kung-fu-1b95a3106
UX/UI Designer Apple,2,true,true,false,mohammedraidzayed
UX/UI Designer RisingUpTogether,2,false,true,false,skylarbeese
UX Design Apprentice General Assembly,2,false,true,false,dayn-kang
UX/UI Designer  Welldoc,3,true,true,false,sweena-kalamkar
Chief Executive Officer at MUUD BD F.Z.E An Italy based Apparel & Fashion Buying House,2,false,true,false,shovuj
Founder & Managing Director at DMS BD GROUP DMS BD Group,2,true,true,false,omarsani
UX/UI Designer Hack for LA,3,false,true,false,graceerya
Operation Lead at Shajao.com,1,false,true,true,fazle-rabbee-0b23261b4
"Data Entry Specialist / Graphic Designer / Logo designer / Microsoft Word, Microsoft Powerpoint Master / Web Researcher / Data Collection at freelancer.com",2,false,true,false,mst-shefali-akter-726894219
Credit Analyst Upstart,3,false,true,false,austin-kelly-akdesigns
Master at Synergy Marine Group,3,false,true,false,capt-hasemur-rahman-afni-08b4227a
--,2,false,true,false,marcello-lima-kickboxing-kung-fu-43aaa3186
UX Designer Vigorous Virtues,3,false,true,false,danamariedesigns
Product Designer Avare,2,false,true,false,bryan-marcelino
Graphics Manager The Citadel,2,false,true,false,austin-c-wright
"UX/UI Lead Perceive Now, Inc.",2,false,true,false,nimawheeler
UX/UI Researcher + Designer  Freelance,3,false,true,false,noellemonroe
"Eisenhower Fellow - USA, Director at North South University - NSU.",3,false,true,false,jamil-ahmed-93a811a
"Senior UX Designer Envestnet, Inc",2,false,true,false,elena-levy-nyc
UX/UI Designer Habemco,2,true,true,false,ji-hu
Sales and Marketing Operations Manager at Projanmo IT,2,false,true,false,md-arif-hossain-06b3bb11a
Product Designer Sembako SAHARA,2,false,true,false,elumanauw
Freelance UX/UI Designer Freelance,3,false,true,false,makylie-dart
--,2,false,true,false,irfan-kung-fu-club-b9472469
operador de maquinas industriais,3,false,true,false,kung-fu-wing-chun-josinaldo-b56b74113
Founder & Chief  Executive  Officer (CEO) Glorious Bangladesh,2,false,true,false,md-mahfuz-patwari-tanmoy-43197b1b1
Master of Business Administration at Prime University,3,false,true,false,runa-chowdhury-00a715169
"Freelance UX, UI & Graphic Designer Freelance",3,true,true,false,stephaniesoudry
UX / UI Designer Omedia.,3,false,true,false,zissy-schwartz-048a92198
Strategisk konsulent hos DI - Dansk Industri og fhv. medlem af Folketinget,3,false,true,false,roger-courage-matthisen-84a0611
Digital Marketing Specialist at Breaking Mars Inc.,1,true,true,true,asiflikhon11
UX/ UI Designer  Freelance,2,false,true,false,jerrylrodriguez
empresario USANA Health Sciences,3,false,true,false,centro-de-cultura-shaolin-colombia-kung-fu-932442102
Assistant Teacher at South Point School and College,3,false,true,false,mdmasudparvezove
UX/UI Designer Polygence,2,false,true,false,clairejung
CEO at Graphicdawn Studio,2,false,true,false,graphicdawn
Product Designer | Web Developer | Digital Marketer,1,false,true,true,frayon
UX/UI Designer Aquifer,3,false,true,false,stella-bartholet
Financial Services Professional,2,false,true,false,tamer-kung-fu-0317aa106
Master of Economics,2,false,true,false,md-rakibul-alam-6b0839184
Chief Executive Officer at KABIR & BROTHERS,2,false,true,false,md-hemayet-shikder-03a6b936
"Designer, UI/UI Brother USA",2,false,true,false,xiaoqiongji
Product Designer Veriforce,3,false,true,false,jermainelugo
Consultant (Geotechnical Engr.Jr) Master Plan Project (Bangladesh Bridge Authority) TYPSA,2,false,true,false,hussain-sadi-m-asce-60852893
"Founder, Writer Le Car",3,true,true,false,tamaralwarren
Product Designer | Web Developer | Digital Marketer,1,false,true,true,frayon
UX Designer Bitovi,3,false,true,false,goldsteinjason
Master of Engineering - MEng at American International University-Bangladesh (AIUB),2,false,true,false,jarin-rafa-272570199
ARYAN TRENDS PVT LTD,3,false,true,false,raj-shekhar-vaka-5084b892
Executive Issue & Resolution at Shajao.com,1,false,true,true,mkmiron21
UI Designer DISYS,2,false,true,false,sayali-khot-358a9032
Quality Assurance Manager at Apon Agro Food Products LTD,1,false,true,true,md-golam-shahriar-283227159
UX Designer Doctors EHR,3,true,true,false,carolynnchang
Virtual Digital Marketing Intern Oriental Career,2,false,true,false,saadman-showmik-ba99581a1
Master Mariner at Private Company,2,false,true,false,khaled-faysal-260b96176
UX Designer TeckLink,2,false,true,false,ashley-teed
Lead UX/UI Designer Instra.Ai,2,true,true,false,marksingerux
Product Designer ARW Home Services,3,false,true,false,osetrovartem
Master of Business Administration (M.B.A.) at IBAIS University,3,false,true,false,md-himal-261559a5
Frontend Developer at 6sense | High Tech Software Agency,1,true,true,true,md-jahid-hasan-anik
Sr.Pattern Master Cad & Manual,2,false,true,false,md-mamunur-rashid-574939225
Master of Arts (M.A.) at Dhaka college,3,false,true,false,smh-talukder-877968a6
Product Designer Alfred,3,false,true,false,stephchez
UI Designer Didit.com,3,false,true,false,caliedonnelly
User Experience Designer Cisco,2,false,true,false,amychen1
"Executive Master of Business Administration at Presidency University, Bangladesh",2,false,true,false,farzana-sharmin09
artist,2,false,true,false,salvatore-kung-fu-lover-241bb553
Executive Director at Organic Health Care Ltd.,3,false,true,false,hai-kamal-a5470727
Product Designer | Web Developer | Digital Marketer,1,false,true,true,frayon
National Director at Miss Earth Bangladesh/Communication Expert,2,false,true,false,nailabari
|| Serial Entrepreneur || IT & Architectural Businesses ||,2,false,true,false,ishtiaqrahmantilok
Kung fu trainer/Headmaster at Maling Shaolin Kung Fu Academy China,3,false,true,false,malingacademy
User Experience/User Interface Designer Credit Karma,3,false,true,false,aizhan-k
Visual Experience (UI) Designer​ ServiceNow,3,false,true,false,alexalexlili
Senior UI/UX Designer Wisk,2,false,true,false,delgadouxui
Master of Laws - LLM at University of Asia Pacific,3,false,true,false,al-mustashim-nobi-niku-1519621a0
Managing Director and CEO at Cosmo Pharma Laboratories Ltd,3,false,true,false,md-ali-25b35916
"Master’s of Social Sciences at University of California, Los Angeles",2,false,true,false,nawshin-nawar
Marketing Executive ServicEngine Ltd,3,false,true,false,fatematuz-zahura-0b5969155
Founder & CEO Maleda Group,3,false,true,false,md-shakawat-hossain-73948096
UX/UI Designer EY Design Studio Philadelphia,2,false,true,false,ryan-bertani
Brand & Visual Designer | Tech-savvy | Master's in Communications,3,false,true,false,mehedian
I am a professional digital marketer and social media ads campaign expert. I know total digital marketing strategy.,3,false,true,false,sajibislambd
Master of Business Administration - MBA at University of Dhaka,3,false,true,false,mohammed-rafiqul
Master at NYK Line,2,false,true,false,capt-aman-ullah-chowdhury-35526334
Managing Consultant International Technology Hays,2,true,true,false,rosita-akkerman-a256a0107
执行董事,3,false,true,false,enjoy-chinese-kung-fu-494461b2
UX/UI Designer ROI·DNA,3,false,true,false,ananyagk
"Vice President, Kids & Family, Netflix",3,false,true,false,melissa-cobb-7815a380
"Presidente. de kung Fu Wushu, Director de Acupuntura Manos que Curan Centro Naturista, Acupuntor- Quiropractico.",2,false,true,false,acupunturamanosquecuran
Chief Executive Officer Tech-global Engineering Limited / AIS Marine & Offshore.,2,false,true,false,islam-shafiqul-22540a31
Master of Social Science at Rajshahi University,2,false,true,false,md-shahadat-hosen-5b24311a9
UI/UX Designer Freelance,3,false,true,false,pragyadesign
UX/UI Designer Elegant Pixel Co. ,2,false,true,false,kate-kubas
--,2,false,true,false,bruno-kung-fu-72aa0997
UI/UX Designer TokuOra,2,false,true,false,gina-marie-triplett
UX & UI Designer Freelance,2,true,true,false,maryam-ghafoori-681b7321b
Junior Executive Human Resources at apex laboratories pvt ltd,2,false,true,false,white-eagle-kung-fu-a532281b6
"""CEO - Chief Executive Officer""",3,false,true,false,md-parvez-miah-9887869a
UI UX Designer Liquid Web,3,false,true,false,uxberto
Master trainer in CPD,3,false,true,false,mohammad-afser-uddin-ab8597141
UX/UI Designer Freelance,3,false,true,false,pennyjprice
Product Designer Freddie Mac,3,false,true,false,seoyoungdesigner
Executive Producer Zoic Studios,2,true,true,false,toddarnson
,2,false,false,false,
UX Designer Masimo,2,false,true,false,lecho1029
,3,false,true,false,kungfu-master-0b9913192
UX/UI Designer  Freelance,3,false,true,false,vivienpxchong
Project Coordinator at WSIT || (CSM®) || Product Master,3,false,true,false,irfanulkarim
Writing and Editing Professional,3,false,true,false,kung-fu-chick-66815915
Lecturer in Computer  Mymensingh Girls' Cadet College ,3,false,true,false,puloma-roy
UX/UI Designer eHouse Studio,2,false,true,false,cora-rusk
Product Designer Upwork,3,false,true,false,omarfaruque-
Sr Pattern Master Sterling group,3,false,true,false,md-toufik-umar-2677b721b
--,2,false,true,false,rafa-alumno-de-kung-fu-faluko-82a32b84
"Manager, Gameplay Production at Riot Games",2,false,true,false,rhondacox
Sr. UX/UI Designer Photon,3,false,true,false,levitybykatie
Graduate | Master of International Business | Monash University,3,false,true,false,sanzana-sayeed-2614291bb
Founder at CHENNAI KUNG-FU ASSOCIATION,2,false,true,false,chennai-kung-fu-association-a68131227
,3,false,true,false,kung-fu-58699063
Product Designer Confidential ,3,true,true,false,mowensuxui
UX Design Student Google,3,true,true,false,giselle-nguyen
C.E.O Euro Link,2,false,true,false,shamim-ahmed-845b0179
Associate UX Specialist - Interaction Designer FactSet,3,false,true,false,claudiakuonyc
UX/UI Designer Citi,2,false,true,false,hoangnphi
Master of Science - MS at Primeasia University,3,false,true,false,sohana-parvin-chowdhury-002837184
Frontend Developer at 6sense | High Tech Software Agency,1,true,true,true,md-jahid-hasan-anik
Art Director at Jam City,2,false,true,false,isaak-lien-288b52b
Digital Marketing lead at Shajao.com | Media buyer | Performance Marketer | 8.2M BDT Spent in Facebook Marketing,1,false,true,true,fazlerabbi0183
Managing Director at KRTA Partners Limited,2,false,true,false,khalid-rahim-47915479
Sustainability | Consulting | Hospitality,2,false,true,false,samratnigam
--,3,false,true,false,prof-luciano-kung-fu-0795152b
Scrum Master at SELISE rockin’ software,3,false,true,false,nabila-pinaj-6113b819
UX Product designer H&R Block,3,false,true,false,julie-chung-3a799760
Associate UX Designer HCA Healthcare,2,true,true,false,madisonpoe39
Associate UX Designer Power Home Remodeling,3,false,true,false,rex-gluck
--,2,false,true,false,kung-fu-nicola-angelastri-999863106
UX/UI • Product Designer Looking Glass Factory,2,true,true,false,skoley
Head Of Customer Service Uttara Motors Limited,2,false,true,false,mizanur-rahaman-202919a1
UX/UI designer IAA,2,true,true,false,natasatod
Managing Director and Chief Executive Officer at United Hospital Ltd,2,false,true,false,m-faizur-rahman-79401abb
UI/UX Designer Jam City,3,false,true,false,chrisbburris
Business Growth Expert | Speaker | CEO BGP Group ActionCOACH,2,true,true,false,bonitapalmer
Logo Design and Branding Specialist!!,3,false,true,false,faysal-farhan-a5b0921b6
Director of Talent Acquisition at DroneSeed. Join us and be part of the mission.,2,true,true,false,katherinewongvelasco
"UI/UX Designer Logic Solutions, Inc.",3,false,true,false,yihui-zhu-83819a14b
Founder and Designer HONARTIST | Handmade Jewelry and Accessories ,3,true,true,false,hanieh-hashemnejad-shirazi-9a546467
Master of Science - MS at Jahangirnagar University,3,false,true,false,humayun-kabir-4b970616a
CEO at Smart Force Outsourcing System Ltd,2,false,true,false,gias-uddin-sikder-maruf-47118022
Product Designer Avare,2,false,true,false,kuo-guo-uiux
UX / UI Designer Aviture,3,false,true,false,kaseyostronic
CEO at Denim Care (BD)Ltd.,2,false,true,false,md-al-emran-1905a843
UX/UI Designer Experfy,3,false,true,false,jdhuynh
User Experience Designer Salesforce,2,false,true,false,sashagil1
Emmy® Considered /Award Winning Actress/Producer/Executive Producer/Writer at Walk This Wai Productions,3,false,true,false,loren-kinsella-62363118
Junior UI Designer Mission Control Marketing,3,false,true,false,paige-townshend
UI Designer LivePerson,2,false,true,false,katherine-shan
Chief Executive Officer at Mozahar Enterprise (Pvt) Ltd,3,false,true,false,moinul-hassan-590981219
Associate Software Engineer at 10 Minute School,2,false,true,false,samanthazakir
Customer Acquisition Expert at Breaking Mars Inc,1,true,true,true,md-reyad-morshed-a64855189
Digital Design Consultant Kayal Graphic Designs,2,false,true,false,christopher-kayal-56222078
"Design Lead, Editors Android Google",3,false,true,false,aldodelapaz
UX Designer Design Co: Power Up,2,false,true,false,minnieschau
PERSONAL KUNG FU,3,false,true,false,herbert-kung-fu-a833181b1
UX Researcher Beautycounter,2,true,true,false,melodymakes
CEO at Christopher Howard Training,2,true,true,false,chrishowardglobal
Editor at the Immersive Wire,3,false,true,false,tom-ffiske-56119174
,3,false,true,false,alain-kung-fu-baus-28b96b62
"Group Chief Executive Officer, CEO at J & Z Group leading business of Hotels, Restaurants, Supply Chain and Corporate Catering",3,false,true,false,shaikh-waliar-rahman-713aab20
UX/UI Designer Alo Yoga,2,true,true,false,kim-harris-21133157
looking for new opportunities in data analytics.,2,false,true,false,farhana-rahman-b2521a65
Chief Executive Officer at AKASHII clothing,2,false,true,false,akashi-clothing-b17b371a1
SQA at Shajao.com,1,false,true,true,rubaia-islam-359687232
Transition Services Specialist at Fidelity Investments,3,false,true,false,johndacre
Creative Freelancer & Proprietor,2,false,true,false,saima-bb-ab08a9200
UX/UI Designer Wild West Flooring,3,false,true,false,karrie-d
Director at Bangladesh Association of Software and Information Services (BASIS),2,false,true,false,delowar-hossain-faruk-09430b80
analista de credito na Atka Negocios e Participações,3,false,true,false,emerson-kung-fu-roque-80229477
Lead UX/UI Designer Instra.AI,3,true,true,false,asra-haque-012020
Customer Acquisition Expert at Breaking Mars Inc | Ex-Team Lead of Customer Support of Shajao.com,1,false,true,true,somaiya-mowrin-502a76182
UX/UI Designer THX Ltd.,2,false,true,false,eric-lin-25868b1b3
Master Instructor at BRAC,3,false,true,false,mahfuzul-likhon-80749899
--,2,false,true,false,kung-fu-b5ba601a4
Merchandiser MATRIX SWEATERS LTD,2,false,true,false,abdullah-al-maruf-9b2abb14a
Instruktor sztuk walki w szkole Wing Tsun Kung Fu Warszawa.,2,false,true,false,wing-tsun-kung-fu-warszawa
CEO - Progress Leather (Leather Goods Manufacturer & Wholesaler).,3,false,true,false,jamilubd
UX/UI Designer MedCompli,3,false,true,false,patricemondezie
Training & Learning Expert at TAM Akademie GmbH,2,false,true,false,benjaminschweikl
Chief Executive Officer At-byimranhossain.com,3,false,true,false,imran-hossain-2172b816b
Master of Science - MS at Bangladesh University of Engineering and Technology,3,false,true,false,mysha-m-5990b8213
Product Designer | Web Developer | Digital Marketer,1,false,true,true,frayon
Time off for family care Family,3,true,true,false,parisa-roohianfard
Customer Acquisition Expert at Breaking Mars Inc | Ex-Team Lead of Customer Support of Shajao.com,1,false,true,true,somaiya-mowrin-502a76182
Application Development Associate Accenture,3,false,true,false,naomimccoy
UX/UI Designer Revca,2,true,true,false,kavitha-munishamappa
Chief Operating Officer HypeHype Inc. (previously Frogmind),3,false,true,false,makipatola
Senior UX/UI Designer PlayStation,3,true,true,false,kirasayko
Senior UX/UI Designer Johnson & Johnson,2,false,true,false,pskohli
kung fu,3,false,true,false,pablo-martinez-kung-fu-master-a1273864
UX and UI Designer Artifact - Human Experience Agency,2,false,true,false,marichka-slaviner
analyst Wells Fargo Investments,2,false,true,false,kung-fu-6220574a
UX/UI Designer Latcha+Associates,3,false,true,false,alice-j-wang
Product Designer Decorist,2,false,true,false,lauren-joe
"MCSE, MCP, MCTS || Project Management, Team Lead, Programming, Troubleshooting || API Specialist || Asp.Net, MVC, .Net Core, PHP, MySQL, MS SQL, Oracle",3,false,true,false,aiatullahkhumeni
Frontend Developer at 6sense | High Tech Software Agency,1,true,true,true,md-jahid-hasan-anik
"AV LLC.  UI UX, Product Designer Ford Motor Company",2,true,true,false,chihchiehyang
Product Designer | Web Developer | Digital Marketer,1,false,true,true,frayon
"Front end Developer, React js",2,false,true,false,nurlan-mehdiyev
Master's of Science at Jahangirnagar University,3,false,true,false,md-shahin-mollah-783454114
User Experience Designer Home Partners of America,3,false,true,false,ella-voicu
"Visual Designer FROM, The Digital Transformation Agency",2,false,true,false,shealyn-rager
Lead UX/UI Designer DevSquad,2,false,true,false,eliza-jensen
UX/UI Designer Delta Air Lines,3,false,true,false,samelia-brooks
UI Designer Wishare Digitial,3,true,true,false,ruonan-shen
Web Developer at Northern Commerce,3,false,true,false,carloscesarferraz
UX/UI Designer Smerf,2,false,true,false,jennychosen
Pattern master,2,false,true,false,harun-rashid-228a09158
Freelance UX/UI Designer Self-employed,3,true,true,false,jeremycowan
Senior Associate at Quantanite,1,true,true,true,shajwar-hossain-litu-592122151
English Teacher II Yes Preparatory - Southwest,2,false,true,false,macahljett
"Master of Science - MS at College of Home Economics, Azimpur",3,false,true,false,shamima-akter-30110719b
Web Designer BI WORLDWIDE,2,false,true,false,ksomalley
"Staff Software Engineer at Google (ex-Amazon, ex-Microsoft, ex-Electronic Arts)",3,false,true,false,aaron-rehaag-5718462
Master of Science - MS at Khulna University,2,false,true,false,md-farhan-sadique-a654ba149
"Master of Business Administration - MBA at Institute of Business Administration, Jahangirnagar University",3,false,true,false,ashiqurashiq2
Student at Punjab Agricultural University,3,false,true,false,uday-kung-fu-b3b050118
Freelance UX/UI Designer Freelance,2,false,true,false,vivian-belosky-0a7b4115a
Associate Software Developer Nisum,3,true,true,false,sarahnafees
UI/UX Designer Infrrd,3,true,true,false,preeyanoot
Master's degree at Stamford University Bangladesh,2,false,true,false,sihabbd
UX / UI Designer Courtney MM Design,3,true,true,false,courtneymmdesign
Digital Marketing Specialist at Breaking Mars Inc.,1,true,true,true,asiflikhon11
Master of Public Administration - MPA at Nandina mhk govt High School,2,false,true,false,home-repair-com-16517721a
Master of Business Administration - MBA at Southeast University,3,false,true,false,newaz-azmiri-rumi-8a7a761b7
Master's degree at University of Asia Pacific,2,false,true,false,partho-biswas-888b0123
UX UI Designer SciPlay Corporation,2,false,true,false,lisastan
User Interface Designer Allied Solutions LLC,2,false,true,false,jaz-d-talley
--,2,false,true,false,marion-kung-fu-sena-76a94b61
UX/UI Designer Flybuy by Radius Networks,2,false,true,false,piyadas
"CHIEF EXECUTIVE OFFICER [CEO] @ BD LINK ATL [APPARELS ,CONSTRUCTIONS & IT SOLUTIONS]",3,false,true,false,it-md-reza
"UX/UI Designer ASEA, LLC",2,false,true,false,mallory-dalley
Founder & CEO at 4R Trading,3,false,true,false,hiru-golam-rabbany-b303a425
Chief Executive Officer at clickntech.com,3,false,true,false,ali-ahamed-namen-044ab328
Visual Designer Adrev,2,false,true,false,karla-f
Student Springboard,3,true,true,false,sema-bekmez
UX Designer Samsung Electronics America,2,false,true,false,yuanyuannicolesong
Master of Engineering - MSc at Bangladesh University of Engineering and Technology,2,false,true,false,afia-zuhaira
Sophomore Class Senator and First Bank Scholar,2,false,true,false,johnny-wang213
UX/UI Designer Mantium,2,false,true,false,skeltonmedia
Senior UX/UI Designer Axiom Telecom,2,false,true,false,abuzerad
Senior UX/UI Designer Thesis agency,3,false,true,false,phuchphan
Master of Business Administration - MBA at National University of Bangladesh,2,false,true,false,s-abir-7188751bb
Currently seeking new opportunities,2,false,true,false,ggrewal88
Product Designer Fairly AI,3,false,true,false,zachary-seidner-b56773121
Account & Project Manager at ShowTex US,3,false,true,false,kurtlw
--,2,false,true,false,henrique-%C3%ACndio-kung-fu-3381a937
UX/UI Designer TigerGraph,2,false,true,false,heru-wang-0102ab181
--,2,false,true,false,asaduzzaman-tutul-a73b67219
Business Analyst at Consult Your Community,3,false,true,false,kathleenli-
Geotechnical Engineer I at Nevada Gold Mines,3,false,true,false,sena-cicek-msc-803b1b149
Visual Designer HodaFit LLC,3,true,true,false,khaterehtb
Master at Pacific International Lines (PTE) Ltd,2,false,true,false,capt-md-akhtar-hossain-a6b47155
Marketing Manager Enigen,2,true,true,false,oscarcatling
Product Designer and Illustrator Freelance / Self-employed,2,false,true,false,raquelwinter
"Jack of all trades, master of some.",2,false,true,false,naeem-abrar
UI/UX Designer  Clean Simple Eats,2,false,true,false,istiakahmedsaimoon
Senior User Interface Designer Rockstar Games,3,true,true,false,shauncronindesign
Importer and exporter all eco-friendly jute products,3,false,true,false,md-ali-a41396229
Master of Business Administration (MBA) Major in Finance & Banking [In progress],3,false,true,false,hira-islam-70696b17a
Pharmacy Manager Walgreens,2,false,true,false,thearychhim
Graphic Design Specialist Conscious Marketer,2,false,true,false,annamarkkova
UX/UI Design Intern Aptima,2,false,true,false,michelleguo3
"UX/UI Designer BAM Technologies, LLC",3,false,true,false,vickylin04
Owner at John Wai Kung Fu,2,false,true,false,john-wai-kung-fu-205aa496
Instructor De Kung Fu en Kung Fu Urbano,3,false,true,false,kung-fu-urbano-a333a870
Television Media Development @ Kung Fu Cowboy Productions LLC,2,false,true,false,kfcllc
"Master of Business Administration - MBA at JAGANNATH UNIVERSITY ,DHAKA.",2,false,true,false,ebrahim-khan-sayem-1a4821174
,1,true,true,true,farhaz-bin-salam-49b11b165
UX/UI Associate Designer Atelier FAS,3,true,true,false,spencer-harris-59084a219
Senior User Experience Designer At Home Group Inc.,3,false,true,false,tobi-rothschild
Designer Tragos Games LLC,3,true,true,false,kmedina18
Chief Executive Officer (CEO) at S.SUPREME TEX,3,false,true,false,md-sohel-rana-979709180
User Experience Designer The Nutrition Clinic,2,true,true,false,joe-lomedico
Life Coach Kung fu mind ,2,false,true,false,kung-fu-mind-b3889813b
"GM - Operations at GAZI GROUP (Gazi Tanks, Gazi Pipes, Gazi Doors, Gazi Sinks)",2,false,true,false,arman-hossain-280433b3
Shifu Kung fu Shaolin y wudang en International Sanda Instructors Association,2,false,true,false,shaolin-y-wudang-cursos-y-clases-kung-fu-26970ba6
Founder and CEO at Green Uttara,2,false,true,false,khorshed-alom
UI/UX design intern (B2B) GenAlpha Technologies,2,true,true,false,yixing-yuki-liu
Quality Assurance Manager at Apon Agro Food Products LTD,1,false,true,true,md-golam-shahriar-283227159
Kung Fu Master(Sifu) Mantis Kung Fu Academy,2,false,true,false,mantis-kung-fu-academy-b109a56a
UX/UI Designer REI,3,true,true,false,pekelnaia
Instructional Associate  General Assembly,3,true,true,false,joseguadalupeortiz
Assistant Officer Modhumoti Bank Limited,2,false,true,false,sifatul-islam-3b81221b6
General Manager,3,false,true,false,nehal-ahmad-b8608443
Web Developer at 6sense | High Tech Software Agency,1,false,true,true,jalil-ahmed-887648229
Senior UI Designer - Product Design Workiva,2,false,true,false,mari-eguchi
UX/UI Designer H&R Block,3,false,true,false,hazel-chan-2b2bb6117
"Jennifer Young-Food Safety, Seafood HACCP and Compliance Consultant, HR, Compliance & Management Consultant",2,false,true,false,kung-fu-family-llc-9496b35a
Learning and Development Specialist | Change Supporter Mott MacDonald,2,false,true,false,margolisrachel
Experience Designer at Salesforce Salesforce,2,false,true,false,irinakelly
Master of Philosophy - MPhil at University of Dhaka,2,false,true,false,iva-das-6b769b34
UX Designer CLLCTVE,2,false,true,false,terraswan
Master of Business Administration - MBA at Jagannath University,2,false,true,false,sumaiya-sadia-487186178
Freelance Designer- UX/UI Designer Self-employed,3,true,true,false,amithasankar88
,1,false,true,true,ttasnim0
UI Designer INNOCEAN USA,2,false,true,false,marcusvaughn85
Digital Marketing lead at Shajao.com | Media buyer | Performance Marketer | 8.2M BDT Spent in Facebook Marketing,1,false,true,true,fazlerabbi0183
Chief Executive Officer(CEO) at Confidence Global Trading,3,false,true,false,moniruzzaman-monir-35690a1a9
Managing Director & CEO at Transcom Beverages Limited(PepsiCo),3,false,true,false,khurshid-irfan-chowdhury-79668563
Content Director Misfits Market,2,false,true,false,amandachawkins
Acquisition Marketing Manager at M1 Finance,3,false,true,false,patryk-wlodarski
P.T kung fu,2,false,true,false,alex-kung-fu-128a06b4
Pattern Master at Decco Group,2,false,true,false,abdullah-al-mukit-b6664819a
Master of Science - MS at East west university,2,false,true,false,asma-akter-33783a151
"Full-Time Student / UX/UI Designer in-transition Seeking New Opportunity, Immediate Start",3,false,true,false,shreekrishnan
Vice President of Endpoint Security Solutions at Qualys,3,true,true,false,hiepdang
UI/UX Designer Mzuri Solutions Limited,3,false,true,false,omolara-atoyebi-a3938b37
UI Designer Varty.io,2,false,true,false,vivienluo
"Special Agent - Inspector General, Internal Affairs Division (1811) at the Office of Special Investigations (OSI)",2,true,true,false,jason-allen-71b43880
Senior UX Designer Meijer,2,false,true,false,katelynbryner
UX Strategist Havas Life New York,3,false,true,false,gloria-oh92
"Sr. UX/UI Designer, Visual Designer, UX Engineer The University of Georgia",3,false,true,false,tatiana-williamson
UI Designer Tesla,2,false,true,false,jingyiwang215
"Master of Business Administration - MBA at Institute of Business Administration, Jahangirnagar University",2,false,true,false,amir-khan-5037b9188
Product Designer KEYLA,3,false,true,false,prince-isaac
"Founder, Chief Executive Officer - CEO & Managing Director at RedBlueSky Bangladesh Limited (RBSBL) RedBlueSky Bangladesh Limited (RBSBL)",3,false,true,false,md-marufuzzaman
Director of 3D & XR at UgoVirtual,2,false,true,false,danielgrozdanov
--,2,false,true,false,fu-kung-10a60270
Lead UX / UI Designer Thomson Reuters,3,true,true,false,cstewartdesign
Chief Executive Officer at Design Source Architecture & Interior,3,false,true,false,iarsharif1
Course Instructor UX/UI Class Laguna College of Art and Design,3,false,true,false,stephandube
"Founder and CEO, FinPower Leadership International Chief Executive Officer (CEO) at Kolkata TV Bangladesh Bureau",3,false,true,false,shaiful-hossain
Chief Executive Officer at Aries International Co. Ltd.,2,false,true,false,mahmudul-amin-201299111
UX Designer Oregon Chapter of the Wildlife Society,2,false,true,false,smvigesaa
Interior Designer & 3D Design Specialist Roche Bobois,2,true,true,false,corianoj
Master student at Karlsruhe Institute of Technology (KIT),3,false,true,false,humayra-chowdhury-1a922754
"Vice President Global Human Resources Director Bray International, Inc.",2,true,true,false,michellehowison
Master of business administration- MBA,3,false,true,false,md-ashik-rahman-b4b25a1b8
CEO & MD at Nexzen Solution Ltd.,2,false,true,false,mohammad-kamal-hossain-44a79525
Partnerships at Nuabee - Disaster Recovery as a Service,3,true,true,false,rla-pro
Founder Complete Coding,2,true,true,false,sam-williams-61066a43
Server Red Lobster,2,false,true,false,ethantpitman
UI Designer Piqo Design,3,false,true,false,adelraisi
UX/UI Designer HotStreak Fantasy Sports,2,false,true,false,ginalynmina
Software Engineer at T-Mobile,2,false,true,false,kung-fu-832207176
UX/UI Designer DevX School,2,false,true,false,askar-duishenaliev-98b130209
Digital Experience Product Designer Zions Bancorporation,3,false,true,false,annieim
UX Design Intern White Whale Solutions,2,false,true,false,tiffanyingham
Insegnante (Sifu) di Ving Tsun Kung Fu e Coordinatore Nazionale Ving Tsun Academy Int'l. Programmatore informatico.,2,false,true,false,sifu-luca-bertoncello-20910329
Senior Content Writer GigDe,3,false,true,false,nitesh-patel-b1a2b7228
UX Designer USAA,2,false,true,false,brittany-estes-garcia
Senior UI Designer AMERICAN EAGLE OUTFITTERS INC.,2,false,true,false,isabelqzchen
Telematics Consultant,2,false,true,false,johndufresne
UX Designer Predictive UX,2,false,true,false,kamia-lightsy
Frontend Web Deveploper | Master's degree at National University,2,false,true,false,tomas-duhamel
Master of Business Administration - MBA at University of Dhaka,2,false,true,false,rehan-xaman-rasel-5047a47b
Customer Acquisition Expert at Breaking Mars Inc | Ex-Team Lead of Customer Support of Shajao.com,1,false,true,true,somaiya-mowrin-502a76182
Australia Awards Scholar | CSPO® | Master of Innovation and Entrepreneurship,2,false,true,false,namrata-khisa-9491a2112
Web Experience Manager  Church Pension Group,2,true,true,false,juliopezua
UX/UI Designer PwC,3,false,true,false,jackycyang
UI Designer Esri,3,false,true,false,luz-milagros-gonzalez
Scuola di Kung Fu,3,false,true,false,tianlong-kung-fu-association-perugia-157301a8
Sr. UX/UI Designer Covetrus,3,true,true,false,silviareinhardt
UX/UI Designer Whim,2,true,true,false,tracyem26
Teacher at Shell,3,false,true,false,kung-fu-panda-40b57b1b3
User Experience Designer Peraton,2,false,true,false,kaywarren
